Data_Order,Year,Reef,Tube_Length,Residents_binary,Male,Group
177,2010,CB,11,0,0,Unoccupied
178,2010,CB,8,0,0,Unoccupied
179,2010,CB,18,0,0,Unoccupied
180,2010,CB,16,0,0,Unoccupied
181,2010,CB,6,0,0,Unoccupied
182,2010,CB,4,0,0,Unoccupied
183,2010,CB,10,0,0,Unoccupied
184,2010,CB,5,0,0,Unoccupied
185,2010,CB,39,1,0,Resident
186,2010,CB,15,0,0,Unoccupied
187,2010,CB,20,0,0,Unoccupied
188,2010,CB,5,0,0,Unoccupied
189,2010,CB,32,0,0,Unoccupied
190,2010,CB,13,0,0,Unoccupied
191,2010,CB,15,0,0,Unoccupied
192,2010,CB,17,0,0,Unoccupied
193,2010,CB,15,0,0,Unoccupied
194,2010,CB,10,0,0,Unoccupied
195,2010,CB,25,0,0,Unoccupied
196,2010,CB,28,1,0,Resident
197,2010,CB,11,0,0,Unoccupied
198,2010,CB,10,0,0,Unoccupied
199,2010,CB,7,0,0,Unoccupied
200,2010,CB,6,0,0,Unoccupied
201,2010,CB,10,0,0,Unoccupied
202,2010,CB,14,0,0,Unoccupied
203,2010,CB,30,0,0,Unoccupied
204,2010,CB,14,0,0,Unoccupied
205,2010,CB,31,0,0,Unoccupied
206,2010,CB,26,0,0,Unoccupied
207,2010,CB,10,0,0,Unoccupied
208,2010,CB,12,0,0,Unoccupied
209,2010,CB,14,0,0,Unoccupied
210,2010,CB,4,0,0,Unoccupied
211,2010,CB,19,0,0,Unoccupied
212,2010,CB,9,0,0,Unoccupied
213,2010,CB,7,0,0,Unoccupied
214,2010,CB,6,0,0,Unoccupied
215,2010,CB,9,0,0,Unoccupied
216,2010,CB,2,0,0,Unoccupied
217,2010,CB,8,0,0,Unoccupied
218,2010,CB,9,0,0,Unoccupied
219,2010,CB,6,0,0,Unoccupied
220,2010,CB,6,0,0,Unoccupied
221,2010,CB,2,0,0,Unoccupied
222,2010,CB,12,0,0,Unoccupied
223,2010,CB,3,0,0,Unoccupied
224,2010,CB,6,0,0,Unoccupied
225,2010,CB,5,0,0,Unoccupied
226,2010,CB,8,0,0,Unoccupied
227,2010,CB,10,0,0,Unoccupied
228,2010,CB,29,0,0,Unoccupied
229,2010,CB,28,0,0,Unoccupied
230,2010,CB,51,1,0,Resident
231,2010,CB,46,1,1,Resident
232,2010,CB,51,1,1,Resident
233,2010,CB,44,1,0,Resident
234,2010,CB,15,0,0,Unoccupied
235,2010,CB,9,0,0,Unoccupied
236,2010,CB,30,1,0,Resident
237,2010,CB,33,1,0,Resident
238,2010,CB,47,0,0,Unoccupied
239,2010,CB,46,0,0,Unoccupied
240,2010,CB,19,0,0,Unoccupied
241,2010,CB,15,0,0,Unoccupied
242,2010,CB,11,0,0,Unoccupied
243,2010,CB,34,1,0,Resident
244,2010,CB,44,1,0,Resident
245,2010,CB,24,0,0,Unoccupied
246,2010,CB,31,1,0,Resident
247,2010,CB,7,0,0,Unoccupied
248,2010,CB,10,0,0,Unoccupied
249,2010,CB,11,0,0,Unoccupied
250,2010,CB,38,1,1,Resident
251,2010,CB,25,1,0,Resident
252,2010,CB,13,0,0,Unoccupied
253,2010,CB,7,0,0,Unoccupied
254,2010,CB,28,1,0,Resident
255,2010,CB,23,0,0,Unoccupied
256,2010,CB,16,0,0,Unoccupied
257,2010,CB,9,0,0,Unoccupied
258,2010,CB,6,0,0,Unoccupied
259,2010,CB,4,0,0,Unoccupied
260,2010,CB,13,0,0,Unoccupied
261,2010,CB,25,1,0,Resident
262,2010,CB,5,0,0,Unoccupied
263,2010,CB,32,1,0,Resident
264,2010,CB,22,1,0,Resident
265,2010,CB,72,1,0,Resident
266,2010,CB,54,1,0,Resident
267,2010,CB,27,1,0,Resident
268,2010,CB,31,0,0,Unoccupied
269,2010,CB,17,0,0,Unoccupied
270,2010,CB,56,1,0,Resident
271,2010,CB,25,1,0,Resident
272,2010,CB,13,0,0,Unoccupied
273,2010,CB,19,0,0,Unoccupied
274,2010,CB,34,0,0,Unoccupied
275,2010,CB,9,0,0,Unoccupied
276,2010,CB,6,0,0,Unoccupied
277,2010,CB,14,1,0,Resident
278,2010,CB,39,1,0,Resident
279,2010,CB,10,1,0,Resident
280,2010,CB,30,1,0,Resident
281,2010,CB,36,0,0,Unoccupied
282,2010,CB,58,1,0,Resident
283,2010,CB,17,0,0,Unoccupied
284,2010,CB,41,1,0,Resident
285,2010,CB,9,0,0,Unoccupied
286,2010,CB,57,1,0,Resident
287,2010,CB,32,1,0,Resident
288,2010,CB,80,0,0,Unoccupied
289,2010,CB,10,0,0,Unoccupied
290,2010,CB,10,0,0,Unoccupied
291,2010,CB,6,0,0,Unoccupied
292,2010,CB,27,1,0,Resident
293,2010,CB,18,0,0,Unoccupied
294,2010,CB,21,0,0,Unoccupied
295,2010,CB,10,0,0,Unoccupied
296,2010,CB,34,1,0,Resident
297,2010,CB,66,1,0,Resident
298,2010,CB,12,0,0,Unoccupied
299,2010,CB,32,0,0,Unoccupied
300,2010,CB,44,1,0,Resident
301,2010,CB,26,1,0,Resident
302,2010,CB,28,0,0,Unoccupied
303,2010,CB,22,1,0,Resident
304,2010,CB,28,1,0,Resident
305,2010,CB,28,0,0,Unoccupied
306,2010,CB,34,1,0,Resident
307,2010,CB,36,1,0,Resident
308,2010,CB,15,0,0,Unoccupied
309,2010,CB,25,1,1,Resident
310,2010,CB,47,1,0,Resident
311,2010,CB,19,0,0,Unoccupied
312,2010,CB,24,0,0,Unoccupied
313,2010,CB,10,0,0,Unoccupied
314,2010,CB,4,0,0,Unoccupied
315,2010,CB,9,0,0,Unoccupied
316,2010,CB,6,0,0,Unoccupied
317,2010,CB,29,0,0,Unoccupied
318,2010,CB,6,0,0,Unoccupied
319,2010,CB,7,0,0,Unoccupied
320,2010,CB,6,0,0,Unoccupied
321,2010,CB,9,0,0,Unoccupied
322,2010,CB,11,0,0,Unoccupied
323,2010,CB,8,0,0,Unoccupied
324,2010,CB,16,0,0,Unoccupied
325,2010,CB,12,0,0,Unoccupied
326,2010,CB,15,0,0,Unoccupied
327,2010,CB,30,0,0,Unoccupied
328,2010,CB,15,0,0,Unoccupied
329,2010,CB,10,0,0,Unoccupied
330,2010,CB,4,0,0,Unoccupied
331,2010,CB,28,0,0,Unoccupied
332,2010,CB,14,0,0,Unoccupied
333,2010,CB,11,0,0,Unoccupied
334,2010,CB,11,0,0,Unoccupied
335,2010,CB,19,0,0,Unoccupied
336,2010,CB,45,0,0,Unoccupied
337,2010,CB,41,0,0,Unoccupied
338,2010,CB,16,1,0,Resident
339,2010,CB,19,0,0,Unoccupied
340,2010,CB,22,0,0,Unoccupied
341,2010,CB,36,0,0,Unoccupied
342,2010,CB,17,1,0,Resident
343,2010,CB,38,1,0,Resident
344,2010,CB,26,0,0,Unoccupied
345,2010,CB,36,1,0,Resident
346,2010,CB,18,1,0,Resident
347,2010,CB,12,0,0,Unoccupied
348,2010,CB,15,0,0,Unoccupied
349,2010,CB,12,0,0,Unoccupied
350,2010,CB,9,0,0,Unoccupied
351,2010,CB,21,1,0,Resident
352,2010,CB,12,0,0,Unoccupied
353,2010,CB,11,0,0,Unoccupied
354,2010,CB,8,0,0,Unoccupied
355,2010,CB,23,1,0,Resident
356,2010,CB,15,0,0,Unoccupied
357,2010,CB,44,1,0,Resident
358,2010,CB,13,1,0,Resident
359,2010,CB,7,0,0,Unoccupied
360,2010,CB,8,0,0,Unoccupied
361,2010,CB,11,0,0,Unoccupied
362,2010,CB,12,0,0,Unoccupied
363,2010,CB,5,0,0,Unoccupied
364,2010,CB,22,1,0,Resident
365,2010,CB,53,1,0,Resident
366,2010,CB,13,1,0,Resident
367,2010,CB,51,1,0,Resident
368,2010,CB,25,1,0,Resident
369,2010,CB,18,0,0,Unoccupied
370,2010,CB,5,0,0,Unoccupied
371,2010,CB,25,1,0,Resident
372,2010,CB,39,0,0,Unoccupied
373,2010,CB,28,0,0,Unoccupied
374,2010,CB,39,0,0,Unoccupied
375,2010,CB,31,0,0,Unoccupied
376,2010,CB,24,1,0,Resident
377,2010,CB,20,0,0,Unoccupied
378,2010,CB,22,0,0,Unoccupied
379,2010,CB,35,0,0,Unoccupied
380,2010,CB,13,0,0,Unoccupied
381,2010,CB,35,0,0,Unoccupied
382,2010,CB,37,1,0,Resident
383,2010,CB,21,0,0,Unoccupied
384,2010,CB,12,0,0,Unoccupied
385,2010,CB,8,0,0,Unoccupied
386,2010,CB,25,0,0,Unoccupied
387,2010,CB,10,0,0,Unoccupied
388,2010,CB,30,1,0,Resident
389,2010,CB,34,1,0,Resident
390,2010,CB,31,0,0,Unoccupied
391,2010,CB,31,0,0,Unoccupied
392,2010,CB,6,0,0,Unoccupied
393,2010,CB,42,1,0,Resident
394,2010,CB,8,0,0,Unoccupied
395,2010,CB,30,1,1,Resident
396,2010,CB,17,0,0,Unoccupied
397,2010,CB,2,0,0,Unoccupied
398,2010,CB,27,1,0,Resident
399,2010,CB,54,1,0,Resident
400,2010,CB,38,0,0,Unoccupied
401,2010,CB,24,0,0,Unoccupied
402,2010,CB,13,0,0,Unoccupied
403,2010,CB,4,0,0,Unoccupied
404,2010,CB,16,1,0,Resident
405,2010,CB,23,1,0,Resident
406,2010,CB,17,1,0,Resident
407,2010,CB,17,1,0,Resident
408,2010,CB,6,0,0,Unoccupied
409,2010,CB,22,0,0,Unoccupied
410,2010,CB,27,0,0,Unoccupied
411,2010,CB,17,0,0,Unoccupied
412,2010,CB,37,0,0,Unoccupied
413,2010,CB,11,0,0,Unoccupied
414,2010,CB,9,0,0,Unoccupied
415,2010,CB,10,0,0,Unoccupied
416,2010,CB,29,1,0,Resident
417,2010,CB,43,1,0,Resident
418,2010,CB,4,0,0,Unoccupied
419,2010,CB,10,0,0,Unoccupied
420,2010,CB,30,1,0,Resident
421,2010,CB,15,0,0,Unoccupied
422,2010,CB,25,0,0,Unoccupied
423,2010,CB,15,0,0,Unoccupied
424,2010,CB,16,1,0,Resident
425,2010,CB,28,0,0,Unoccupied
426,2010,CB,12,0,0,Unoccupied
427,2010,CB,19,1,0,Resident
428,2010,CB,3,0,0,Unoccupied
429,2010,CB,13,0,0,Unoccupied
430,2010,CB,26,0,0,Unoccupied
431,2010,CB,13,0,0,Unoccupied
432,2010,CB,5,0,0,Unoccupied
433,2010,CB,10,0,0,Unoccupied
434,2010,CB,7,0,0,Unoccupied
435,2010,CB,1,0,0,Unoccupied
436,2010,CB,4,0,0,Unoccupied
437,2010,CB,23,1,0,Resident
438,2010,CB,5,0,0,Unoccupied
439,2010,CB,24,0,0,Unoccupied
440,2010,CB,14,0,0,Unoccupied
441,2010,CB,8,0,0,Unoccupied
442,2010,CB,55,1,0,Resident
443,2010,CB,16,0,0,Unoccupied
444,2010,CB,32,1,0,Resident
445,2010,CB,18,0,0,Unoccupied
446,2010,CB,11,0,0,Unoccupied
447,2010,CB,24,1,0,Resident
448,2010,CB,7,0,0,Unoccupied
449,2010,CB,41,1,0,Resident
450,2010,CB,7,0,0,Unoccupied
451,2010,CB,17,0,0,Unoccupied
452,2010,CB,4,0,0,Unoccupied
453,2010,CB,15,0,0,Unoccupied
454,2010,CB,16,0,0,Unoccupied
455,2010,CB,58,1,0,Resident
456,2010,CB,63,1,0,Resident
457,2010,CB,5,0,0,Unoccupied
458,2010,CB,8,0,0,Unoccupied
459,2010,CB,18,1,0,Resident
460,2010,CB,10,1,0,Resident
461,2010,CB,9,0,0,Unoccupied
462,2010,CB,14,0,0,Unoccupied
463,2010,CB,30,1,0,Resident
464,2010,CB,10,0,0,Unoccupied
465,2010,CB,15,0,0,Unoccupied
466,2010,CB,9,0,0,Unoccupied
467,2010,CB,40,1,0,Resident
468,2010,CB,17,1,0,Resident
469,2010,CB,24,1,0,Resident
470,2010,CB,31,1,0,Resident
471,2010,CB,15,0,0,Unoccupied
472,2010,CB,9,0,0,Unoccupied
473,2010,CB,4,0,0,Unoccupied
474,2010,CB,25,0,0,Unoccupied
475,2010,CB,2,0,0,Unoccupied
476,2010,CB,36,1,0,Resident
477,2010,CB,23,1,0,Resident
478,2010,CB,6,0,0,Unoccupied
479,2010,CB,5,0,0,Unoccupied
480,2010,CB,16,0,0,Unoccupied
481,2010,CB,31,0,0,Unoccupied
482,2010,CB,9,0,0,Unoccupied
483,2010,CB,51,1,0,Resident
484,2010,CB,5,0,0,Unoccupied
485,2010,CB,25,0,0,Unoccupied
486,2010,CB,38,1,0,Resident
487,2010,CB,40,1,0,Resident
488,2010,CB,8,0,0,Unoccupied
489,2010,CB,65,0,0,Unoccupied
490,2010,CB,11,0,0,Unoccupied
491,2010,CB,15,0,0,Unoccupied
492,2010,CB,15,0,0,Unoccupied
493,2010,CB,17,1,0,Resident
494,2010,CB,13,0,0,Unoccupied
495,2010,CB,12,0,0,Unoccupied
496,2010,CB,4,0,0,Unoccupied
497,2010,CB,11,0,0,Unoccupied
498,2010,CB,25,1,1,Resident
499,2010,CB,25,0,0,Unoccupied
500,2010,CB,10,0,0,Unoccupied
501,2010,CB,7,0,0,Unoccupied
502,2010,CB,5,0,0,Unoccupied
503,2010,CB,17,0,0,Unoccupied
504,2010,CB,31,1,0,Resident
505,2010,CB,9,0,0,Unoccupied
506,2010,CB,29,1,0,Resident
507,2010,CB,7,0,0,Unoccupied
508,2010,CB,54,0,0,Unoccupied
509,2010,CB,15,0,0,Unoccupied
510,2010,CB,16,0,0,Unoccupied
511,2010,CB,49,1,0,Resident
512,2010,CB,47,1,0,Resident
513,2010,CB,7,0,0,Unoccupied
514,2010,CB,27,1,0,Resident
515,2010,CB,12,0,0,Unoccupied
516,2010,CB,7,0,0,Unoccupied
517,2010,CB,13,0,0,Unoccupied
518,2010,CB,44,1,1,Resident
519,2010,CB,11,0,0,Unoccupied
520,2010,CB,14,0,0,Unoccupied
521,2010,CB,4,0,0,Unoccupied
522,2010,CB,5,0,0,Unoccupied
523,2010,CB,3,0,0,Unoccupied
524,2010,CB,20,0,0,Unoccupied
525,2010,CB,18,0,0,Unoccupied
526,2010,CB,34,0,0,Unoccupied
527,2010,CB,2,0,0,Unoccupied
528,2010,CB,3,0,0,Unoccupied
529,2010,CB,3,0,0,Unoccupied
530,2010,CB,16,0,0,Unoccupied
531,2010,CB,13,0,0,Unoccupied
532,2010,CB,7,0,0,Unoccupied
533,2010,CB,16,0,0,Unoccupied
534,2010,CB,14,0,0,Unoccupied
535,2010,CB,6,0,0,Unoccupied
536,2010,CB,13,0,0,Unoccupied
537,2010,CB,28,1,0,Resident
538,2010,CB,26,1,0,Resident
539,2010,CB,50,1,0,Resident
540,2010,CB,6,0,0,Unoccupied
541,2010,CB,36,0,0,Unoccupied
542,2010,CB,16,0,0,Unoccupied
543,2010,CB,12,0,0,Unoccupied
544,2010,CB,23,0,0,Unoccupied
545,2010,CB,56,1,0,Resident
546,2010,CB,6,0,0,Unoccupied
547,2010,CB,20,0,0,Unoccupied
548,2010,CB,18,0,0,Unoccupied
549,2010,CB,18,0,0,Unoccupied
550,2010,CB,6,0,0,Unoccupied
551,2010,CB,34,1,0,Resident
552,2010,CB,5,0,0,Unoccupied
553,2010,CB,38,0,0,Unoccupied
554,2010,CB,43,1,0,Resident
555,2010,CB,13,0,0,Unoccupied
556,2010,CB,36,1,0,Resident
557,2010,CB,29,1,0,Resident
558,2010,CB,35,1,0,Resident
559,2010,CB,21,0,0,Unoccupied
560,2010,CB,44,1,0,Resident
561,2010,CB,34,0,0,Unoccupied
562,2010,CB,29,1,0,Resident
563,2010,CB,44,1,0,Resident
564,2010,CB,49,1,0,Resident
565,2010,CB,21,0,0,Unoccupied
566,2010,CB,59,1,0,Resident
567,2010,CB,42,0,0,Unoccupied
568,2010,CB,28,0,0,Unoccupied
569,2010,CB,19,0,0,Unoccupied
570,2010,CB,11,0,0,Unoccupied
571,2010,CB,10,0,0,Unoccupied
572,2010,CB,42,0,0,Unoccupied
573,2010,CB,18,1,0,Resident
574,2010,CB,17,0,0,Unoccupied
575,2010,CB,29,0,0,Unoccupied
576,2010,CB,37,1,0,Resident
577,2010,CB,25,1,0,Resident
578,2010,CB,25,1,0,Resident
579,2010,CB,29,1,0,Resident
580,2010,CB,22,1,0,Resident
581,2010,CB,18,0,0,Unoccupied
582,2010,CB,13,0,0,Unoccupied
583,2010,CB,21,1,0,Resident
584,2010,CB,24,1,0,Resident
585,2010,CB,12,0,0,Unoccupied
586,2010,CB,42,1,0,Resident
587,2010,CB,26,0,0,Unoccupied
588,2010,CB,45,1,0,Resident
589,2010,CB,21,0,0,Unoccupied
590,2010,CB,14,1,0,Resident
591,2010,CB,22,0,0,Unoccupied
592,2010,CB,36,1,1,Resident
593,2010,CB,9,0,0,Unoccupied
594,2010,CB,9,0,0,Unoccupied
595,2010,CB,15,0,0,Unoccupied
596,2010,CB,23,1,0,Resident
597,2010,CB,27,1,0,Resident
598,2010,CB,23,1,0,Resident
599,2010,CB,17,0,0,Unoccupied
600,2010,CB,96,1,0,Resident
601,2010,CB,26,1,0,Resident
602,2010,CB,11,0,0,Unoccupied
603,2010,CB,12,0,0,Unoccupied
604,2010,CB,36,0,0,Unoccupied
605,2010,CB,42,1,0,Resident
606,2010,CB,38,1,0,Resident
607,2010,CB,8,0,0,Unoccupied
608,2010,CB,37,0,0,Unoccupied
609,2010,CB,34,0,0,Unoccupied
610,2010,CB,53,1,0,Resident
611,2010,CB,53,1,1,Resident
612,2010,CB,26,0,0,Unoccupied
613,2010,CB,25,0,0,Unoccupied
614,2010,CB,10,0,0,Unoccupied
615,2010,CB,6,0,0,Unoccupied
616,2010,CB,4,0,0,Unoccupied
617,2010,CB,9,1,0,Resident
618,2010,CB,52,1,0,Resident
619,2010,CB,37,1,0,Resident
620,2010,CB,25,0,0,Unoccupied
621,2010,CB,36,1,0,Resident
622,2010,CB,17,0,0,Unoccupied
623,2010,CB,15,0,0,Unoccupied
624,2010,CB,27,0,0,Unoccupied
625,2010,CB,58,0,0,Unoccupied
626,2010,CB,7,0,0,Unoccupied
627,2010,CB,33,1,0,Resident
628,2010,CB,22,0,0,Unoccupied
629,2010,CB,8,0,0,Unoccupied
630,2010,CB,12,0,0,Unoccupied
631,2010,CB,50,0,0,Unoccupied
632,2010,CB,37,1,0,Resident
633,2010,CB,49,1,0,Resident
634,2010,CB,14,0,0,Unoccupied
635,2010,CB,26,1,0,Resident
636,2010,CB,4,0,0,Unoccupied
637,2010,CB,30,0,0,Unoccupied
638,2010,CB,23,1,0,Resident
639,2010,CB,31,1,0,Resident
640,2010,CB,2,0,0,Unoccupied
641,2010,CB,4,0,0,Unoccupied
642,2010,CB,31,1,0,Resident
643,2010,CB,29,1,0,Resident
644,2010,CB,18,0,0,Unoccupied
645,2010,CB,38,1,0,Resident
646,2010,CB,21,1,0,Resident
647,2010,CB,2,0,0,Unoccupied
648,2010,CB,7,0,0,Unoccupied
649,2010,CB,6,0,0,Unoccupied
650,2010,CB,13,1,0,Resident
651,2010,CB,16,0,0,Unoccupied
652,2010,CB,22,0,0,Unoccupied
653,2010,CB,2,0,0,Unoccupied
654,2010,CB,33,1,0,Resident
655,2010,CB,31,1,0,Resident
656,2010,CB,8,0,0,Unoccupied
657,2010,CB,41,1,0,Resident
658,2010,CB,31,1,0,Resident
659,2010,CB,5,0,0,Unoccupied
660,2010,CB,13,0,0,Unoccupied
661,2010,CB,23,1,0,Resident
662,2010,CB,34,0,0,Unoccupied
663,2010,CB,17,0,0,Unoccupied
664,2010,CB,17,0,0,Unoccupied
665,2010,CB,16,0,0,Unoccupied
666,2010,CB,24,1,0,Resident
667,2010,CB,24,0,0,Unoccupied
668,2010,CB,2,0,0,Unoccupied
669,2010,CB,26,1,0,Resident
670,2010,CB,19,1,0,Resident
671,2010,CB,17,0,0,Unoccupied
672,2010,CB,36,1,0,Resident
673,2010,CB,12,0,0,Unoccupied
674,2010,CB,18,0,0,Unoccupied
675,2010,CB,38,1,0,Resident
676,2010,CB,9,0,0,Unoccupied
677,2010,CB,17,0,0,Unoccupied
678,2010,CB,10,0,0,Unoccupied
679,2010,CB,20,1,0,Resident
680,2010,CB,27,0,0,Unoccupied
681,2010,CB,19,1,0,Resident
682,2010,CB,36,1,0,Resident
683,2010,CB,9,0,0,Unoccupied
684,2010,CB,13,1,0,Resident
685,2010,CB,55,1,0,Resident
686,2010,CB,3,0,0,Unoccupied
687,2010,CB,7,0,0,Unoccupied
688,2010,CB,10,0,0,Unoccupied
689,2010,CB,21,1,0,Resident
690,2010,CB,9,0,0,Unoccupied
691,2010,CB,6,0,0,Unoccupied
692,2010,CB,13,1,0,Resident
693,2010,CB,47,1,0,Resident
694,2010,CB,4,0,0,Unoccupied
695,2010,CB,5,0,0,Unoccupied
696,2010,CB,3,0,0,Unoccupied
697,2010,CB,10,0,0,Unoccupied
698,2010,CB,17,0,0,Unoccupied
699,2010,CB,21,0,0,Unoccupied
700,2010,CB,17,1,0,Resident
701,2010,CB,10,0,0,Unoccupied
702,2010,CB,11,0,0,Unoccupied
703,2010,CB,36,1,0,Resident
704,2010,CB,15,1,0,Resident
705,2010,CB,12,0,0,Unoccupied
706,2010,CB,21,0,0,Unoccupied
707,2010,CB,9,0,0,Unoccupied
708,2010,CB,10,0,0,Unoccupied
709,2010,CB,6,0,0,Unoccupied
710,2010,CB,12,0,0,Unoccupied
711,2010,CB,5,0,0,Unoccupied
712,2010,CB,50,1,0,Resident
713,2010,CB,33,1,0,Resident
714,2010,CB,11,0,0,Unoccupied
